chapter,word
5,support
5,space
5,fig:acq
4,the
4,instantaneous
5,with
6,likely
5,tiny
5,is
5,approximate
2,to
5,any
7,sum
6,than
5,component
6,for
7,ability
5,each
2,possible
6,training
2,is
4,total
6,replicates
3,to
4,our
3,coverages
3,designs
3,is
5,distribution
6,c_2
6,given
2,initial
4,provides
6,term
5,challenging
5,optim
4,how
2,would
5,numerical
3,the
3,one
2,a
4,using
4,the
3,of
2,rather
3,multilevel
5,solution
2,decision
6,implausible
2,prior
5,equation
5,who
3,that
6,different
5,for
6,we
3,for
1,way
2,of
7,parts
6,come
4,multivariate
5,in
2,for
2,the
6,comma
6,choice
4,fig:sml
5,of
6,unit
3,essentially
2,itemize
7,the
5,data
5,the
2,the
6,tabularlrrrrrrrrr
4,multilevel
6,worse
5,does
4,uses
2,years
3,stated
4,predictions
1,very
7,athena
4,outputs
5,we
3,function
2,the
3,in
4,stochastic
5,figure
2,a
6,the
2,take
3,variance
6,means
6,of
4,align
5,as
7,code
5,given
3,at
5,long
6,top
7,variance
4,multivariate
1,and
2,function
6,we
2,might
5,sampler
4,c_v
1,to
2,is
3,minimising
4,true
4,model
2,distribution
2,decision
4,two
2,is
4,in
6,decisions
2,facilitator
6,spare
4,specification
2,a
5,0
4,as
7,support
4,response
6,is
4,offers
1,can
5,hm
5,and
3,part
3,independent
6,the
2,decision
3,showing
4,the
6,the
5,equation
3,are
4,and
6,already
4,terms
6,examples
3,metrics
6,only
4,the
3,points
5,of
4,the
5,equation
5,the
7,were
5,operation
2,their
3,design
4,the
4,utilised
3,plot
4,jointly
4,by
4,a
5,multiple
3,can
5,a
6,warehouse
6,the
3,statements
6,than
5,collection
5,thus
5,y
6,dependent
2,suffers
3,on
3,networks
6,run
5,functions
5,sense
5,approximation
3,over
4,they
5,of
3,the
3,t
2,be
2,closest
2,a
3,w
6,the
2,is
6,parallel
5,the
5,discrepancy
2,analysis
5,run
3,less
3,approach
7,suffer
5,decision
3,a
6,in
4,when
4,mean
2,the
3,visualising
5,value
6,than
5,previous
4,and
3,term
2,a
4,fitted
6,in
3,we
3,have
6,shows
6,see
6,would
5,be
2,is
5,parameters
1,thus
6,fig:u1
6,2
5,distribution
5,multiple
5,allows
5,harder
3,dimensional
5,are
5,of
3,improved
4,offset
6,engineers
4,emulator
6,tabular
4,hyperparameters
5,used
6,a
2,we
6,which
4,by
4,of
6,this
2,the
4,whether
6,each
4,h
4,when
4,simple
7,savings
4,the
3,the
3,if
1,efficient
2,an
2,than
5,the
2,beliefs
2,as
7,within
4,step
2,are
4,expensive
6,compared
6,suggested
2,available
3,complex
2,told
6,which
6,utility
3,generate
3,over
3,equation
3,models
3,emulator
6,is
2,be
2,turbines
6,heuristic
4,of
4,chapter
5,quantities
2,become
2,treatment
2,corresponds
4,outputs
2,functional
3,equation
2,iii
6,much
4,the
4,on
4,hetgp
3,to
5,design
6,and
6,emulators
2,our
6,unification
2,sec:athena
5,routine
6,to
2,commitments
5,like
6,for
3,all
5,for
2,each
1,decision
3,fn
4,for
6,the
5,posterior
6,col
5,a
6,we
4,an
6,density
4,tackled
5,the
3,a
2,unique
6,then
6,its
1,of
5,negligible
2,warehouse
6,validate
6,of
4,and
6,spread
4,c
4,mean
4,deterministic
6,quite
3,needed
2,elicitation
4,simulator
5,once
3,promising
1,representation
6,are
6,restoring
6,sub
4,comes
6,emulator
2,thoughtful
6,additional
5,following
1,that
4,more
7,similar
6,the
5,form
2,including
5,they
3,the
7,we
2,to
3,we
3,case
4,far
4,we
3,equation
6,draws
7,the
6,here
6,form
2,be
2,a
2,stage
4,expressed
4,sample
5,this
6,offers
3,a
4,2cbayes
5,functions
2,is
6,two
5,hm
6,errors
6,of
5,we
5,been
5,an
5,wave
4,andtle2014
6,will
4,data
6,earlier
2,an
5,slice
6,common
2,amount
5,emulator
6,try
4,all
6,rule
6,in
2,could
5,and
5,next
6,the
4,approach
4,integration
2,for
4,construct
2,of
6,optimal
4,emulators
3,constructed
3,eq:varf
7,or
6,purpose
2,be
3,different
6,maximises
3,a
1,an
3,robustness
6,was
6,the
4,m_v
4,if
3,very
3,return
6,smallest
3,the
2,model
6,examples
4,an
4,fitted
5,regions
6,make
2,we
1,this
5,is
2,dependence
4,a
2,in
6,ds
6,that
4,emulation
5,terms
3,1
5,from
7,review
6,essentially
6,should
5,must
6,every
4,of
6,emulators
3,covar
4,cheap
4,baker2022
4,others
6,th
5,assumptions
1,we
2,simultaneous
6,b
4,covariance
6,maintenance
3,normality
6,adequately
6,of
4,is
3,when
5,choice
5,that
6,decision
2,the
6,is
4,x
4,models
6,construct
4,does
6,days
4,6
1,a
5,this
3,the
3,k
5,which
6,for
6,stress
6,to
3,2
3,popular
2,are
2,importance
6,be
4,red
5,plot
3,discuss
4,additive
7,also
7,original
5,decision
6,we
3,sequential
7,autoregressive
3,d
6,prior
3,matrix
6,not
4,simulator
4,the
3,most
2,although
7,leverage
2,that
4,a
3,cumulative
5,the
4,both
4,homgp
6,estimate
3,inputs
6,therefore
6,three
3,always
3,is
2,the
5,connected
6,combining
4,this
2,environments
3,nugget
5,for
5,bandit
6,time
4,experimentpschmidt1981
5,not
3,how
3,then
6,fills
3,this
3,truth
2,when
2,_n
3,if
5,design
5,of
4,adjusted
2,offers
6,to
6,small
5,be
3,of
2,time
5,search
2,combination
6,of
5,numerical
6,uniform
1,a
6,component
4,by
6,dashed
7,that
3,the
2,that
5,histogram
5,useful
7,of
4,horizontal
6,which
7,dm
3,to
2,code
5,with
4,may
3,normal
4,autoregressive
5,for
2,we
4,of
2,practice
5,error
4,for
5,of
4,over
6,disadvantages
2,utilities
4,arrived
4,covariance
3,line
2,is
5,not
3,optimality
4,the
5,f
2,consequence
6,otherwise
5,smaller
6,time
3,of
2,being
5,how
3,spaghetti
2,is
2,we
6,much
2,otherwise
2,a
3,from
6,the
5,future
3,deterministic
2,that
6,fig:alm
3,in
5,by
5,of
5,closed
5,regions
6,computationally
3,and
2,by
7,the
6,wave
6,shows
1,a
4,journal
6,which
3,the
7,unsure
4,estimates
5,by
5,output
3,we
2,of
3,capture
6,points
5,and
2,such
6,following
6,a
2,however
5,use
5,way
4,possible
4,for
6,to
4,to
6,achieve
1,we
6,be
3,size
6,future
5,broadly
5,implausibility
2,the
5,due
2,elicited
5,is
5,of
6,in
2,sequentially
4,there
2,t
5,have
6,known
4,interpretable
6,variance
6,warehouse
3,between
2,we
3,these
4,h_0
5,of
4,a
5,construction
4,functions
4,emulator
6,of
3,despite
2,discussed
1,we
3,stochastic
2,for
5,access
6,emulator
2,for
6,for
2,dm
4,and
3,uncertainty
6,an
2,useful
3,1n_test
7,by
5,used
6,translating
4,athena
3,ii
6,probability
4,be
3,to
1,simulatorpfrazier2018
6,jittered
6,0.8u_1
6,warehouse
3,equation
1,generation
2,somewhere
3,much
5,k
5,and
6,those
2,bayesian
3,fig
6,the
5,abbreviated
5,simulations
5,have
3,the
3,choice
5,any
2,we
6,protect
6,itself
4,t
6,emulators
4,computed
3,one
5,at
2,the
2,a
2,framework
4,subscript
5,on
6,the
5,to
4,need
2,we
7,by
4,a
6,should
3,standard
2,for
3,we
6,choice
2,of
4,multiple
4,which
5,depends
4,asymmetric
5,this
5,have
6,of
2,an
4,and
3,but
6,measures
5,figure
2,in
6,give
6,of
3,difficult
2,near
5,is
4,better
5,uses
5,slice
5,constant
2,a
5,of
4,we
4,flatten
5,dimensional
6,component
5,acquisitions.pdf
4,by
2,their
6,our
6,side
3,from
6,keeping
6,estimate
4,an
4,conditional
5,outside
1,a
4,is
3,tells
6,with
5,a
4,be
2,a
4,c
4,the
2,we
5,depending
4,we
6,are
6,of
7,of
6,preferences
4,athena
3,analysis
4,construct
6,still
6,the
2,expected
2,decision
6,reduction
6,mckay
3,of
6,stopping
3,from
5,a
3,in
4,input
3,structures
2,pair
5,this
4,gps
5,retain
3,truth
4,0.01
3,neither
2,joint
5,a
5,a
6,u
6,have
3,a
3,d
6,of
6,argued
3,1
5,found
3,stochasticity
3,the
6,the
4,eq:toy
5,out
2,and
6,as
3,too
3,figure
6,the
1,thus
3,their
5,returns
6,inputs
2,and
2,dm's
7,decisions
4,trivial
3,the
6,distribution
6,set
5,and
4,it
3,consider
6,from
5,of
2,european
6,dm
2,of
4,hetgp
1,with
4,provide
2,c_i
4,2
4,a
5,function
3,objective
4,x
3,of
6,consistent
4,can
5,optimisation
6,a
4,or
2,different
6,this
4,of
5,size
4,fixed
3,test
6,via
6,the
2,consequences
5,model
6,for
7,emulation
6,of
5,value
7,that
2,of
5,vernon2022bayes
6,illustrative
6,almb
5,a
4,i_
3,emulator
5,process
4,2_v
6,each
3,perform
6,successful
5,support
1,to
6,suppose
6,warehouse
2,return
2,this
3,conditions
4,have
2,verify
2,repaired
2,would
2,uncertain
3,random
6,the
3,grid
3,write
7,thesis
2,be
3,less
3,watertight
3,c.e.s
2,probability
4,to
3,this
2,the
5,which
3,geostatistics
5,be
2,to
4,every
5,to
4,additional
2,energy
5,parameters
6,utility
4,s
2,which
3,random
3,advantages
1,to
4,bayesian
4,borrow
2,from
2,incorporate
3,covariance
5,be
4,to
3,if
4,multilevel
7,decision
4,the
6,see
3,infinite
2,word
3,statements
4,expensive
2,problem
6,the
3,of
4,gaussian
3,single
6,time
2,assert
2,although
5,where
2,value
4,combined
6,now
6,which
6,days
4,stochastic
6,the
6,be
5,of
5,y
2,desirable
3,by
5,optimal
3,to
6,could
2,is
3,compare
6,terminate
6,this
5,have
5,the
3,for
6,availability
6,fitted
6,train
5,emulator
4,properties
3,design
6,than
4,of
4,years
5,table
4,estimates
5,intuitive
5,a
4,the
3,a
6,data
4,models
5,plot
2,from
5,use
2,days
2,are
3,function
2,place
6,sub
5,neighbourhood
2,achieve
7,diagnostics
5,to
6,be
6,to
4,c
5,simulators
4,years
2,of
2,quantities
3,of
3,minima
4,is
5,that
3,available
5,a
6,the
2,period
6,the
6,that
6,a
5,the
2,placing
6,multimodal
2,fixed
7,in
6,outputs
6,of
6,space
5,_n
4,score
6,decision
5,therefore
3,to
6,mean
3,athena
4,structure
4,transformation
5,been
2,in
4,consequence
4,approach
5,because
5,equation
2,parameters
3,uncertainty
6,black
4,a
3,process
5,the
3,provided
1,the
5,design
6,pdf
6,5
7,showed
7,about
5,randomly
6,x9
4,figure
6,worrying
6,for
6,perfect
6,fitting
6,with
6,u_2
5,densities
3,for
3,should
7,varying
3,there
5,an
4,posterior
5,functions
2,kinds
6,sensible
4,mean
2,cumulative
7,important
1,the
4,each
6,means
4,simulators
5,the
2,a
2,then
2,subassembly
5,the
6,analysis
5,sampling
7,the
5,the
6,function
2,available
6,alma
5,the
6,function
6,via
4,from
6,a
5,results
5,take
2,beliefs
3,to
6,the
3,better
2,component
6,implausibility
2,be
4,model
5,perfect
3,left
2,our
1,ideas
3,is
5,just
3,we
5,is
3,drawn
5,_k
3,surrogates
5,and
6,incorporating
4,however
4,the
4,may
5,true
5,the
5,are
6,use
6,th
2,number
2,functional
2,have
7,of
6,we
3,is
2,subassemblies
5,chain
1,is
7,a
3,non
4,than
7,are
6,pairs
1,computer
5,condition
5,which
4,nugget
3,larger
6,does
5,then
6,bootstrap
7,surrogate
3,under
4,c
2,procedure
6,utility
3,athena
3,design
7,and
5,carlo
6,last
2,the
4,design
5,1
2,trajectory
6,decisions
6,u
6,acquisitions
7,uncertainty
6,of
3,by
4,conditional
3,for
6,has
6,be
6,wave
5,to
5,of
3,then
4,about
5,and
2,in
4,more
6,within
5,an
5,however
5,outputs
2,there
5,gives
5,the
2,reach
6,normality
3,linear
3,a
4,cheap
2,the
6,catch
5,only
5,density
5,particular
6,is
3,a
3,is
4,viewed
2,more
2,offshore
6,large
6,table
6,first
6,sample
4,a
2,caused
5,_n
5,the
4,used
2,and
4,new3
2,is
6,than
6,how
6,the
2,suggests
3,noise
6,to
5,thus
3,both
6,set
6,recall
5,there
7,way
5,constructing
4,what
5,trace
3,a
6,for
4,wind
4,generates
6,to
4,and
3,data
5,simulatorspwilliamson2012
6,seen
4,fact
5,the
5,but
4,constructed
3,to
3,is
5,of
6,value
3,those
3,of
6,exponential
2,about
5,to
2,point
6,be
2,provides
6,of
7,equation
5,exists
6,can
1,techniques
4,emulator
4,using
3,as
5,for
1,maintenance
6,percentages
4,emulator
4,is
4,with
4,estimate
5,functions
6,evaluate
3,c
5,makes
3,can
6,used
5,for
4,that
3,experiments
3,a
4,we
6,from
3,in
2,components
2,t_p
6,used
3,is
5,could
3,joint
5,example
4,with
6,form
3,3
6,allowed
3,another
2,failing
2,_0
5,our
5,corresponding
6,in
6,in
6,high
5,black
4,elicit
5,a_i
5,maximising
4,hetgp
5,us
4,values
4,sec:postpred
6,the
6,in
6,for
6,three
4,the
5,plot
3,pmatrix
6,making
6,used
6,restoration
3,residuals
6,see
5,runs
3,often
5,denote
6,we
5,available
2,that
3,by
4,in
3,model
6,boxplots
6,emulator
4,a
4,allure
3,could
5,or
6,combined
1,a
7,the
5,beliefs
2,reasonably
2,should
2,we
1,an
3,will
2,catch
6,hyperparameters
1,exclusively
3,often
3,w_i
5,continuous
6,we
3,the
6,it
4,the
2,that
6,parts
5,is
5,we
2,specified
6,the
5,as
2,approach
6,could
6,choose
3,found
6,more
6,beta
6,exactly
5,believe
2,seetpham2006
6,recall
6,the
6,still
6,figure
4,gp
3,are
5,each
5,has
2,a
4,and
6,of
1,we
3,corresponding
6,be
6,effective
3,than
6,in
7,modelling
6,with
7,for
5,on
5,that
3,clear
3,the
4,matrix
2,u
6,discussed
6,a
6,no
4,constant
1,be
4,times
5,equal
6,it
5,have
6,so
6,of
6,also
2,probability
5,is
6,the
4,of
4,lie
3,the
7,cost
4,into
6,case
4,the
4,to
5,nroy
4,this
6,the
3,_i
4,models
3,various
4,mcycle
5,close
3,which
5,the
2,would
3,the
3,_t
6,equivalence
3,x
4,rstan
6,all
4,reason
6,table
3,set
7,of
5,when
4,standard
5,be
3,is
2,if
3,locations
5,comprehensive
1,on
3,simulator
5,nature
4,the
5,new
5,preferred
3,priors
2,to
4,to
3,in
6,a
6,the
2,bring
3,table
2,blades
6,warehouse
4,fitting
3,of
6,vernon2022
6,attributes
2,of
3,are
4,to
6,with
5,approach
6,candidate
4,to
2,we
5,_n
5,to
5,eq:hm
1,are
6,philosophy
6,of
1,or
4,tgoldberg1998
4,to
4,remaining
5,is
6,of
2,iii
7,athena
2,risk
6,give
6,sense
6,three
6,we
4,have
5,thus
6,at
4,from
5,is
3,sparse
3,t
5,sampler
4,only
6,difficult
2,of
6,preference
6,the
2,wide
1,second
3,stochasticity
4,naturally
3,gp
6,that
6,1
2,the
6,for
1,using
3,than
3,points
6,that
6,as
4,of
3,the
6,will
5,small
2,attributes
2,y_l
7,computational
4,comes
6,bayesopt
5,to
2,_j
5,values
4,where
2,case
6,would
4,new.pdf
5,above
7,representations
5,for
5,simulator
5,favour
5,will
3,is
6,on
5,when
2,upper
4,latent
5,at
5,is
3,the
4,hours
6,figure
6,of
6,largest
6,of
6,is
4,of
6,we
5,common
3,gp
5,controlled
6,performed
6,waves
4,each
6,is
3,some
3,or
7,quantification
4,size
5,reward
4,cheap
2,the
6,dramatic
2,of
5,fig:example
6,after
2,is
5,experiment
3,of
3,due
3,for
4,beliefs
6,nroy
2,task
3,choices
5,current
6,discarded
4,stochasticitypohagan01
5,this
6,to
7,allow
4,their
3,meat
4,assume
6,both
2,might
2,distributions
3,are
5,the
2,about
3,fig:fidelity
6,we
2,athena
2,approach
7,sensitivity
7,subjective
2,particular
6,alm
2,time
2,the
5,the
6,decisions
7,be
3,some
2,of
1,chap:optimisation
4,it
4,distribution
5,the
5,we
6,you
3,x_t
2,candidate
3,very
3,is
6,chosen
6,a
3,c
3,maximise
4,best
2,forms
6,easier
5,solve
3,and
3,model
2,comparing
5,and
6,and
3,pmatrix
6,problem
6,but
4,we
2,quantities
4,to
2,of
2,should
5,drastically
5,f
6,within
4,given
6,more
6,set
6,was
5,optimised
6,if
5,response
6,as
4,y
7,athena
4,as
6,optimal
4,the
6,our
1,prove
6,to
7,also
4,for
6,runs
4,replicates
5,prior
3,the
3,is
5,runs
3,an
7,although
5,this
4,other
5,how
6,may
1,us
5,trade
4,because
7,could
5,exploration
5,analyst
6,of
3,be
6,from
3,core
3,returning
4,of
2,quartiles
2,farm
2,to
5,than
4,uncertainty
3,diagnostics
4,emulator
3,have
6,the
5,as
4,scenario
5,too
4,we
1,our
2,many
3,then
2,by
7,avenue
1,this
4,mean
3,two
4,covariance
3,automatically
6,we
6,almb
6,slice
1,that
2,athena
2,from
3,auxiliary
6,be
6,one
3,of
6,of
2,details
5,observed
1,towards
3,for
3,an
1,emulators
5,implausibility
3,how
6,spare
3,uncertainty
3,more
6,to
4,we
6,spare
5,space
6,form
5,z
4,i
6,additional
2,for
6,we
2,to
3,the
5,and
6,and
6,bands
4,standardisation
5,in
4,exponential
6,worst
6,analysis
6,of
2,shelf
5,since
6,whenever
4,pitfall
5,gives
6,removes
2,the
4,validation
4,hetgp
5,acquisition
3,jack
4,of
4,the
3,physical
2,athena
6,likelihood
5,space
6,algorithm
1,run
6,in
6,a
6,inputs
3,the
3,are
3,to
5,sub
4,end
4,where
1,function
5,to
5,truth
7,of
6,on
5,likelihood
7,experiments
7,inspired
2,zit2021
6,adhere
5,if
3,gps
2,equation
3,distribution
3,optimisation
4,the
3,mean
6,we
6,the
6,the
2,place
5,estimate
3,issues
5,in
4,is
1,probability
5,present
4,out
2,to
4,also
6,are
3,c.e.s
3,data
6,set
5,the
4,probit
2,parameters
3,offers
3,striking
3,inference
6,a
6,sample
5,technically
2,the
6,types
5,notation
3,posterior
2,a
5,iterations
2,the
2,maintenance
6,step
5,updated
4,purposes
6,an
6,number
3,differentiable
6,however
2,simultaneously
6,for
6,maximiser
2,has
6,ruled
6,are
6,limits
3,large
6,denotes
5,the
7,or
2,unknown
5,a
5,denoted
5,posterior
5,of
6,used
6,1
5,exponential
6,for
6,the
4,are
4,if
7,conceptually
4,with
2,to
5,the
7,functions
3,1
3,after
5,from
6,it
4,and
3,a
6,as
6,the
7,the
5,we
2,we
6,realisations
4,log
6,of
3,could
5,represents
4,would
2,density
1,describe
2,uncertain
4,are
3,that
7,the
3,each
5,interpretation
3,exponential
5,to
6,the
3,process
5,random
6,proportion
6,function
6,the
5,data
6,a
6,spares
2,or
2,over
5,exploiting
4,smooth
6,a
6,not
2,the
6,as
4,and
5,is
3,x
3,line
2,expected
3,lie
2,types
6,we
6,table
5,expensive
5,stationary
3,be
6,idea
5,can
1,experiments
4,the
5,these
6,a
3,itemize
5,structured
6,we
3,points
5,distribution
7,to
3,will
6,is
4,dots
5,if
7,well
5,nroy
6,our
2,let
6,training
6,use
6,in
6,the
4,limited
4,with
4,parameters
6,overall
5,consequence
5,decision
5,via
2,r
5,partial
2,th
6,dm
6,are
3,the
4,y
1,we
5,number
7,warehouse
3,sensors
3,eq:varf
6,to
4,based
7,of
6,potential
2,will
3,this
5,has
2,a
3,deterministic
6,and
7,that
6,the
5,large
6,are
5,when
6,form
4,athena
6,we
3,function
7,to
5,for
5,3
2,for
4,but
5,mathematically
3,the
7,use
3,the
4,emulators
7,learned
6,time
2,willing
1,and
3,emulator
4,the
6,figure
2,the
1,emulator
2,until
7,to
6,have
4,sec:design
5,is
6,k
2,divergence
5,data
6,a
1,uncertainty
2,have
6,a
5,monte
6,considers
6,step
2,such
6,higher
4,also
6,score
3,only
2,we
6,problem
3,resemblance
6,matching
5,instead
6,crosses
5,making
3,and
6,spare
6,there
2,may
3,the
3,the
2,from
2,general
5,approximately
6,the
2,choosing
6,th
6,the
6,explore
6,processing
6,check
4,constant
3,well
6,of
2,of
6,of
5,value
5,consider
3,work
3,of
5,want
6,essentially
2,is
5,space
1,as
6,non
3,way
4,perhaps
4,form
7,emulator
6,we
6,sampling
5,provide
5,problem
2,form
2,hold
6,for
6,is
5,of
2,of
4,the
3,essence
3,the
5,approximations
5,exploitation
1,computer
2,as
6,a
5,jargon
2,the
5,decision
5,to
6,to
4,overly
5,to
5,approach
2,time
1,ethical
6,type
2,decision
4,powerful
2,rather
5,maker
4,a
6,re
2,facilitator
3,to
4,does
3,posterior
2,is
4,suppose
1,runs
6,clearly
2,increasing
6,the
6,see
4,hetgp
3,we
4,be
5,from
3,be
5,our
3,chosen
4,further
3,we
2,consequence
6,binomial
4,deviations
5,in
3,is
2,and
6,can
5,suppose
2,equally
5,of
4,with
3,for
5,a
2,a
4,of
4,x
3,x
3,the
5,we
3,go
5,remains
4,were
4,fitting
4,align
5,of
5,improvement
4,be
6,policy
4,stochasticity
3,k
2,can
6,may
6,opposite
6,permitted
6,points
5,front
2,or
3,collection
5,prior
2,percentiles
3,from
6,important
3,can
7,and
2,distribution
4,be
6,margins
4,by
6,the
1,the
3,we
6,this
4,bearing
6,usually
5,density
2,a
6,support
3,and
6,some
5,is
4,map
2,life
2,we
7,to
6,the
5,one
2,choices
2,of
4,hetgp
6,as
4,not
6,we
7,motivating
3,emulator
2,component
3,of
5,situations
5,in
3,fairly
5,decision
5,be
4,stochastic
6,figure.fig:wave1
5,complex
3,close
6,u
6,may
5,bayesopt
3,intractable
4,treatment
6,between
4,performs
5,same
2,material
6,since
4,the
2,asked
6,use
5,this
5,maximum
6,routine
2,utility
5,and
3,is
6,the
2,fly
3,indication
7,utility
5,the
6,example
3,posterior
5,functions
5,cases
6,is
4,points
2,extreme
5,to
1,thesis
5,this
4,statistical
5,can
2,providing
3,inputs
1,computing
3,exponential
1,to
5,not
1,is
5,of
6,rule
4,inputs
2,where
4,in
5,sources
3,process
5,or
4,the
6,simulator
3,but
4,we
1,decisions
4,inputs
5,if
4,this
5,data
2,worst
3,a
2,statistics
5,maximising
4,of
5,is
6,analysis
7,any
5,the
5,in
5,nroy
5,function
6,decision
6,a
7,i
4,in
6,fig:wave1
5,a
5,1
3,is
3,simulator
4,a
7,linear
6,members
4,mean
5,function
4,is
2,k
5,an
4,for
6,ways
3,large
6,wave
6,connections
7,notably
4,1
5,solution
6,days
6,scheme
7,design
2,the
5,dm
5,n_i
2,at
6,as
5,at
6,will
5,a
2,about
5,unknown
6,nroy
6,an
3,locations
5,of
2,but
2,get
6,the
3,emulator
4,a
3,analysis
6,of
3,c_j
3,training
3,x
7,construct
3,estimates
4,simulator
6,type
4,runs
4,rmse
4,useful
3,a
6,within
3,approach
3,and
2,on
5,the
3,approximately
6,warehouse
6,figure
5,complex
5,as
6,took
4,performance
2,of
2,archimedian
6,the
2,a
1,thesis
5,may
4,are
2,is
4,linear
6,an
2,it
4,poor
3,eq:vary
4,length
4,to
6,that
6,a
3,behaviour
2,this
6,query
6,quantiles
7,such
5,wave
4,budget
3,is
5,values
5,interpretation
5,similarly
6,assistance
3,statements
4,the
5,figure
6,space
6,inefficiency
6,as
3,points
2,instructed
4,emulator
5,approximation
5,with
3,a
5,a
3,models
6,define
4,which
1,are
6,is
6,red
5,and
7,the
6,sense
7,available
6,sum
5,hence
3,on
3,that
5,describe
2,discuss
5,nroy
6,to
5,under
6,in
5,implausibility
2,frequency
4,athena
6,function
6,decision
3,a
2,fatigued
2,willing
6,number
2,event
5,emulation
5,corresponding
4,emulator
6,of
2,axioms
6,acquisition
4,for
6,to
7,predicting
4,from
3,usually
4,of
5,with
6,value
5,prior
7,that
6,met
1,our
5,discrete
6,replace
5,some
2,allows
2,of
3,reduce
2,a
1,we
5,of
4,than
2,considering
5,system
7,incorporate
7,this
5,sequential
5,requires
7,wave
3,very
6,dashed
4,emulator
6,spares
4,integrate
5,standard
3,account
7,function
6,of
3,k
4,outlined
2,more
5,is
5,as
6,to
6,set
6,a
1,the
6,decision
3,noise
5,emulators
5,by
5,values
5,new
6,problem
6,the
3,x
5,the
2,limit
2,and
6,of
3,this
2,then
6,theoretical
6,we
4,ht
1,parameters
1,statistical
5,well
5,of
3,just
4,all
2,distribution's
2,is
4,thus
3,equation
2,probability
4,utilise
4,2_v
4,the
4,simulator
6,a
4,next
3,inputs
3,fitting
3,is
4,observable
4,used
3,around
3,would
6,end
5,the
6,simplify
4,deviation
3,suppose
3,take
4,will
3,distribution
3,c_t
4,in
6,a
6,gradient
3,than
3,not
2,we
4,the
5,values
3,where
3,prior
4,and
2,a
3,specification
5,for
5,and
4,and
4,binois2018
2,must
3,bayesian
3,in
1,to
2,the
6,multiple
6,notation
2,scenario
2,different
6,decision
4,simulator
1,ideas
3,to
6,the
6,maximising
2,quantities
2,the
4,gp
6,plots
6,for
6,the
3,allows
2,important
6,given
5,region
2,we
6,only
4,equations
6,simulator
3,parameter
4,quality
4,variance
2,is
4,to
6,availability
6,has
4,estimated
5,cause
3,prediction
1,of
5,is
2,induces
1,it
7,total
6,of
5,to
7,discussed
3,prior
6,and
3,auxiliary
3,the
6,the
2,of
4,those
3,interesting
2,is
5,this
5,values
3,towards
2,than
4,this
3,variancepgramacy12
3,computational
6,slightly
5,in
4,emulation
3,a
2,the
2,and
6,typically
5,history
2,possess
3,covariance
7,reasonably
2,placing
6,see
6,alm
4,in
6,aspect
4,of
5,history
5,final
2,amounts
2,not
5,uniform
6,that
4,both
2,experts
2,never
6,availability
2,given
5,of
5,data
5,simulation
2,failures
2,each
2,order
5,replaced
4,achieves
6,uncertainty
2,effects
2,first
4,the
5,sa
4,of
6,are
2,elicitation
6,policy
5,simulator
1,a
6,further
3,followingtbls07
3,on
2,series
3,designs
3,to
5,data
2,as
5,close
5,also
4,the
4,known
5,that
6,established
7,the
3,scale
6,exploration
5,modelspjoy2016
3,the
2,about
6,decisions
3,for
2,be
5,then
2,attribute
4,components
2,of
3,another
3,to
3,increasing
5,owen2020
4,the
6,bayesopt
5,whenever
2,averse
5,on
6,lines
4,the
6,used
4,of
4,density
3,how
4,our
5,computing
4,map
3,important
4,of
4,baker2020a
3,facts
2,an
6,the
4,deviations
2,at
6,function
6,and
7,stakeholders
4,criterion
5,size
5,chapter
6,type
2,group
2,tractable
5,inputs
5,central
3,aleatory
5,the
4,perform
3,the
5,decisions
4,began
3,to
5,schemes
2,that
2,the
6,slice
4,signal
5,the
6,would
6,act
3,a
7,deeper
5,is
6,good
3,we
5,a
4,mean
5,the
6,do
3,is
5,intelligent
4,align
5,when
5,runs
5,densities
6,to
7,each
4,i
5,then
5,the
6,exploits
6,of
6,there
2,spare
6,a
5,either
6,been
4,gp
6,the
5,was
5,with
2,than
6,we
4,map
2,time
2,time
6,consequence
6,decision
1,quantities
6,analysis
4,task
6,for
3,performance
3,fig:compare
5,is
4,and
6,a
3,can
6,parts
5,speed
5,and
6,to
4,phenomenon
6,if
2,warrant
7,the
4,2
5,of
6,that
5,equation
5,be
4,that
2,cases
4,partially
4,via
6,we
5,the
2,life
4,take
6,_i
1,algorithms
6,does
1,observational
4,and
1,these
7,expensive
7,emulators
6,seeking
3,is
6,should
3,a
5,of
6,wave
6,years
5,if
6,consistent
4,this
5,linear
3,2300x_1
2,bayesian
2,often
3,sampling
6,tab:final
6,optimal
6,restoration
6,in
3,through
3,in
3,trend
6,assuming
4,their
4,figure
2,the
4,a
4,improved
6,fig:second
5,possibly
6,to
6,application
3,simulator
5,us
6,thus
2,on
6,quantiles
2,provide
3,h
5,alm
5,have
6,on
2,if
5,representation
5,for
5,is
7,the
7,decision
6,different
6,can
4,design
2,only
2,__n
6,gives
3,appendix
6,the
5,the
1,decisions
4,e
4,is
3,in
5,as
6,dimension
2,by
6,maximising
5,regions
4,but
4,element
6,the
4,mcmc
5,there
3,a
6,an
4,does
1,panacea
6,fictitious
5,is
3,two
4,x
4,suitably
4,the
6,all
5,lack
6,ensure
3,case
3,functions
6,is
2,eq:opt
5,about
3,function
5,sequential
6,point
2,than
3,prior
6,minimisation
2,decision
3,mean
3,luckily
3,this
2,dependence
3,in
6,of
